experiment_id,variant_id,metric_id,time_since_start,count_c,count_t,mean_c,mean_t,variance_c,variance_t,metric_type,abs_effect,rel_effect,se,z,p_value,ci_low,ci_high,p_adj_across_all_tests,significant_across_all_tests,p_adj_within_experiment,significant_within_experiment
036afc,2,1,76.5,1050994.0,1050508.0,0.5867683354995367,0.5872749184204213,0.2424712559546398,0.2423830886147088,binary,0.0005065829208846795,0.0008633439983659096,0.00067929081482889,0.7457525134900701,0.45581693038227966,-0.000824802611208812,0.001837968452978171,0.729417137278336,False,0.6077559071763728,False
036afc,2,2,76.5,1050994.0,1050508.0,2.1231186167140392,2.116593678598629,11.8301345346936,11.710984846883935,continuous,-0.006524938115410439,-0.0030732800626604257,0.004733293188962222,-1.3785197440602737,0.1680428762207009,-0.015802022294045134,0.002752146063224256,0.41306023122636804,False,0.6077559071763728,False
036afc,2,3,76.5,1050994.0,1050508.0,5.966040051956209,5.959433742223237,109.67359103133576,109.67664863346862,continuous,-0.006606309732971383,-0.0011073190383301627,0.014448380254536732,-0.4572353174949855,0.6475019157798574,-0.034924614666803036,0.02171199520086027,0.8468827529839339,False,0.6475019157798574,False
036afc,2,4,76.5,1050994.0,1050508.0,148.194364426858,147.90416772261122,78105.38737080412,77913.81142062468,continuous,-0.29019670424676747,-0.0019582168685638203,0.3853355392992843,-0.7531013224850149,0.4513890297809211,-1.0454404832366833,0.46504707474314844,0.729417137278336,False,0.6077559071763728,False
058875,1,1,21.5,18834935.0,18826389.0,0.0455812563197059,0.0456805604091151,0.0435036053920231,0.0435938468098242,binary,9.930408940919677e-05,0.002178616769855577,6.800956448260613e-05,1.4601491819722243,0.14424907825595445,-3.399220758096568e-05,0.00023260038639935922,0.3702192185894034,False,0.1923321043412726,False
058875,1,2,21.5,18834935.0,18826389.0,0.0532132414946496,0.0533234126061835,0.071092186836626,0.0711675723582127,continuous,0.00011017111153389936,0.0020703702394257763,8.69177104626145e-05,1.2675335204703388,0.20496458568418663,-6.018447059150532e-05,0.00028052669365930406,0.46207992393890596,False,0.20496458568418663,False
058875,1,3,21.5,18834935.0,18826389.0,0.1530304362582742,0.1536073905141914,1.003712321555431,1.0125803776177271,continuous,0.0005769542559171947,0.0037701928454510264,0.000327223301896871,1.7631820612183355,0.0778697883135222,-6.439163070294962e-05,0.001218300142537339,0.247236577895433,False,0.1557395766270444,False
058875,1,4,21.5,18834935.0,18826389.0,4.034270811790028,4.053039746035061,750.1952466137312,758.8602384708068,continuous,0.01876893424503301,0.004652373407898497,0.00895200063221006,2.0966189588393,0.03602731962736283,0.0012233354163214971,0.03631453307374452,0.13756669447960632,False,0.14410927850945132,False
08bcc2,1,1,19.5,1384352.0,1385163.0,0.2408700966228242,0.2404605089798095,0.1828516931757355,0.1826392526009805,binary,-0.0004095876430146861,-0.0017004503620723615,0.0005137496085196304,-0.7972515383691146,0.425304959351128,-0.0014165183727847138,0.0005973430867553416,0.7107069715472796,False,0.425304959351128,False
08bcc2,1,2,19.5,1384352.0,1385163.0,0.409764935869928,0.4070512889938231,0.9244935507328926,0.9078459091603897,continuous,-0.002713646876104925,-0.006622447746398486,0.0011503147815321558,-2.3590472100953943,0.01832192471380112,-0.004968222418792011,-0.00045907133341783904,0.08310301566616936,False,0.07328769885520448,False
08bcc2,1,3,19.5,1384352.0,1385163.0,1.0915856819620116,1.0868015719617248,8.790282201741597,8.76592723672988,continuous,-0.004784110000286779,-0.004382715969384867,0.0035606445423881534,-1.3436078618165117,0.1790752258865289,-0.011762845065116661,0.002194625064543104,0.42910478655828627,False,0.3581504517730578,False
08bcc2,1,4,19.5,1384352.0,1385163.0,26.88758139649131,26.788781476959585,6127.306655609912,6089.381000094237,continuous,-0.09879991953172507,-0.003674555850702806,0.09392692146934419,-1.0518807386226463,0.29285427004847775,-0.2828933027903616,0.08529346372691152,0.5720881002299527,False,0.390472360064637,False
0bad33,1,1,45.50000000000001,4340594.0,4341709.0,0.2187302014424753,0.2191121053944426,0.1708873004194095,0.1711019906640572,binary,0.00038190395196729954,0.001746004664416395,0.00028067502394368767,1.3606621461862842,0.17362048234362115,-0.00016820898632224565,0.0009320168902568447,0.4213337819931188,False,0.1906028144719305,False
0bad33,1,2,45.50000000000001,4340594.0,4341709.0,0.4378922537805782,0.4400273282574274,1.436481157369092,1.4547051017191823,continuous,0.002135074476849186,0.004875798688868889,0.0008160849939774759,2.616240333550496,0.00889039567192107,0.0005355772803297461,0.0037345716733686255,0.04981236398532247,True,0.031536684973722195,True
0bad33,1,3,45.50000000000001,4340594.0,4341709.0,1.375586237882113,1.3827033917474527,18.787703239032822,18.939901591975687,continuous,0.0071171538653396205,0.0051739059822940425,0.002947996999537983,2.414233754802002,0.015768342486861098,0.001339185919713032,0.01289512181096621,0.07326510350602534,False,0.031536684973722195,True
0bad33,1,4,45.50000000000001,4340594.0,4341709.0,31.382176951186093,31.47598736788249,11111.349818549692,11191.588284618118,continuous,0.093810416696396,0.002989289648143751,0.07167677747987203,1.3087979118863073,0.1906028144719305,-0.0466734856920448,0.2342943190848368,0.4401192261442759,False,0.1906028144719305,False
11cf0c,1,1,64.5,42380129.0,42357016.0,0.0471220840314101,0.0471653149504204,0.0449015932279468,0.0449407480160481,binary,4.3230919010303626e-05,0.00091742374937168,4.604883597004289e-05,0.9388060091818505,0.3478303530928921,-4.7023141020973e-05,0.00013348497904158024,0.6368196375647247,False,0.46377380412385616,False
11cf0c,1,2,64.5,42380129.0,42357016.0,0.059297753672705,0.0593012334369067,0.0954032296079277,0.0953015190187539,continuous,3.4797642017025954e-06,5.8682900888779285e-05,6.709015918142487e-05,0.05186698383428536,0.9586346819337468,-0.0001280145315109494,0.0001349740599143546,0.9818274564966599,False,0.9586346819337468,False
11cf0c,1,3,64.5,42380129.0,42357016.0,0.2059264218371839,0.2053172541415429,1.7927923256174825,1.7741831439597266,continuous,-0.0006091676956410108,-0.0029581813261566323,0.0002901535260113298,-2.0994668030235286,0.03577577123343012,-0.001177858156610523,-4.047723467149862e-05,0.13756669447960632,False,0.14310308493372048,False
11cf0c,1,4,64.5,42380129.0,42357016.0,4.3497703748672345,4.339917966049282,896.5268103243437,888.5182123603472,continuous,-0.009852408817952352,-0.0022650411329478677,0.006490862685845827,-1.5178889609599684,0.12904239329694045,-0.022574265910805094,0.0028694482749003925,0.34759628808717824,False,0.2580847865938809,False
162a38,1,1,42.0,3363506.0,3364553.0,0.2617370089424546,0.2616956843895757,0.193230747092312,0.1932110531614473,binary,-4.1324552878918563e-05,-0.00015788578407726882,0.00033893167468554826,-0.12192591087667473,0.9029576948060456,-0.0007056184284824391,0.0006229693227246019,0.9761692690587985,False,0.9029576948060456,False
162a38,1,2,42.0,3363506.0,3364553.0,0.5284677075974148,0.5279863362533667,1.724568498338285,1.7213843186928088,continuous,-0.00048137134404813153,-0.0009108812839986032,0.0010121032094280208,-0.47561487757772586,0.6343487742401162,-0.002465057183164452,0.001502314495068189,0.8447892273178306,False,0.85406407560894,False
162a38,1,3,42.0,3363506.0,3364553.0,1.7160061989098387,1.7142461806165528,23.86793470825682,23.927424100988546,continuous,-0.001760018293285981,-0.001025647980994534,0.0037693193030460667,-0.4669326612536308,0.640548056706705,-0.009147748373487889,0.005627711786915927,0.8447892273178306,False,0.85406407560894,False
162a38,1,4,42.0,3363506.0,3364553.0,36.26741818793775,36.197523995768286,12297.6876983994,12264.151393610877,continuous,-0.06989419216946402,-0.0019271896280918686,0.0854477427497024,-0.8179758753159977,0.4133709627807671,-0.23736869051912426,0.09758030618019622,0.6970315288101759,False,0.85406407560894,False
1bacbe,1,1,45.00000000000001,28452160.0,28444238.0,0.0469364364603601,0.046857011954407,0.0447334073927627,0.0446614323851116,binary,-7.942450595310041e-05,-0.0016921716249203946,5.605686633845248e-05,-1.4168557901296792,0.15652509439149487,-0.00018929394506264296,3.044493315644214e-05,0.39234250633657597,False,0.3760136709052387,False
1bacbe,1,2,45.00000000000001,28452160.0,28444238.0,0.0564998831580892,0.0564701879819746,0.0810994327087975,0.0812345893663174,continuous,-2.969517611460526e-05,-0.000525579425209019,7.554007562943524e-05,-0.39310492963067833,0.6942419832824365,-0.00017775100373773018,0.00011836065150851966,0.8556524112243568,False,0.6942419832824365,False
1bacbe,1,3,45.00000000000001,28452160.0,28444238.0,0.1985430802833823,0.1989049166870271,1.601989040904462,1.6161461261363728,continuous,0.00036183640364478853,0.0018224578924046922,0.00033633718825529067,1.075814439437316,0.282010253178929,-0.0002973723719970492,0.0010210451792866263,0.562544012885717,False,0.3760136709052387,False
1bacbe,1,4,45.00000000000001,28452160.0,28444238.0,4.083618118314339,4.092529654509562,756.3214693543129,762.902028310877,continuous,0.00891153619522278,0.0021822648291367017,0.007307748307461333,1.2194640291762584,0.22266812053342844,-0.00541138729548497,0.02323445968593053,0.4793025645380578,False,0.3760136709052387,False
2203f3,1,1,42.5,1891199.0,1890963.0,0.3009720288557682,0.3016161606546506,0.2103878667022108,0.2106438522865986,binary,0.0006441317988823969,0.0021401716343251212,0.0004718482526250175,1.3651246159035033,0.17221388643552804,-0.00028067378243079436,0.0015689373801955882,0.42059929956369346,False,0.6888555457421122,False
2203f3,1,2,42.5,1891199.0,1890963.0,0.5726957789991206,0.5724670027565577,1.6505206478493024,1.6413615647314357,continuous,-0.0002287762425629003,-0.00039947254886830866,0.0013193713255990652,-0.17339791923931924,0.8623386605396441,-0.0028146965229719372,0.0023571440378461366,0.9749288714112891,False,0.8623386605396441,False
2203f3,1,3,42.5,1891199.0,1890963.0,1.857328094510341,1.8594289298622888,22.829737973711573,22.645116149802494,continuous,0.0021008353519478273,0.001131106215513142,0.004903775025870999,0.4284118543090547,0.6683512956343689,-0.007510387087046303,0.011712057790941957,0.8533019025999057,False,0.8623386605396441,False
2203f3,1,4,42.5,1891199.0,1890963.0,39.98908302679416,40.07349542013676,12177.315500521025,12171.02710254284,continuous,0.0844123933425962,0.002110885945697649,0.11346962870099835,0.7439205918707084,0.45692451687941826,-0.137983992250493,0.30680877893568537,0.729417137278336,False,0.8623386605396441,False
